graph_id,evidence_level,selected_in_analysis_3,n_nodes,D1_target_degree,D2_neighbor_coupling,D3_remote_class,S2_count,e12,e22,radius,mean_js_all_pairs,min_js_all_pairs,mean_tv_all_pairs,exact_vs_rho_js,rho_vs_star_js,star_vs_cluster_js,exact_vs_star_js,cluster_vs_exact_js,M0_vs_nonlocal_mean_js
RG052,high,False,6,4,4,D3-1:tree-like-remote,1,1,0,2,0.079942,0.0,0.316207,0.017685,0.15645,0.261875,0.261875,0.0,0.053702
RG052,medium,False,6,4,4,D3-1:tree-like-remote,1,1,0,2,0.015591,0.0,0.141202,0.001863,0.033187,0.050139,0.050139,0.0,0.011623
RG052,low,False,6,4,4,D3-1:tree-like-remote,1,1,0,2,0.000498,0.0,0.024417,4.5e-05,0.001183,0.001689,0.001689,0.0,0.000306
RG053,high,False,6,4,4,D3-2:strong-remote,1,2,0,2,0.074417,0.00745,0.304411,0.00745,0.21013,0.11573,0.283114,0.049332,0.048239
RG053,medium,False,6,4,4,D3-2:strong-remote,1,2,0,2,0.015764,0.00051,0.141683,0.00051,0.042499,0.035694,0.051761,0.004049,0.011921
RG053,low,False,6,4,4,D3-2:strong-remote,1,2,0,2,0.00056,5e-06,0.026956,5e-06,0.001558,0.001327,0.001709,0.000228,0.000353
RG054,high,False,6,4,3,D3-2:strong-remote,1,2,0,2,0.095297,0.0,0.341596,0.035535,0.151935,0.306743,0.306743,0.0,0.065057
RG054,medium,False,6,4,3,D3-2:strong-remote,1,2,0,2,0.027505,0.0,0.192714,0.011029,0.036582,0.085806,0.085806,0.0,0.021634
RG054,low,False,6,4,3,D3-2:strong-remote,1,2,0,2,0.001502,0.0,0.045318,0.000655,0.001887,0.004757,0.004757,0.0,0.001155
RG055,high,False,6,4,3,D3-2:strong-remote,1,3,0,2,0.092798,0.005188,0.336262,0.013233,0.240526,0.190627,0.340492,0.032107,0.067197
RG055,medium,False,6,4,3,D3-2:strong-remote,1,3,0,2,0.028785,0.000538,0.196134,0.00488,0.057013,0.080437,0.091516,0.000538,0.024924
RG055,low,False,6,4,3,D3-2:strong-remote,1,3,0,2,0.001516,8e-06,0.04555,0.000356,0.002628,0.004562,0.004871,8e-06,0.001255
RG056,high,False,6,4,3,D3-2:strong-remote,1,2,0,2,0.069868,0.002665,0.296604,0.012293,0.188089,0.106617,0.280822,0.050316,0.043722
RG056,medium,False,6,4,3,D3-2:strong-remote,1,2,0,2,0.013144,0.000529,0.131498,0.00149,0.035422,0.027586,0.050455,0.003783,0.009218
RG056,low,False,6,4,3,D3-2:strong-remote,1,2,0,2,0.000539,1e-05,0.025307,1.1e-05,0.0015,0.001746,0.001723,1e-05,0.000351
RG057,high,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.110793,0.0,0.362941,0.021275,0.216442,0.342011,0.342011,0.0,0.083298
RG057,medium,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.027752,0.0,0.19841,0.009269,0.040706,0.087056,0.087056,0.0,0.02232
RG057,low,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.001352,0.0,0.043346,0.000522,0.00186,0.004348,0.004348,0.0,0.001032
RG058,high,True,6,4,2,D3-2:strong-remote,1,3,0,2,0.100692,0.000556,0.34727,0.023718,0.236542,0.219151,0.370851,0.030387,0.073856
RG058,medium,True,6,4,2,D3-2:strong-remote,1,3,0,2,0.027164,0.000906,0.197334,0.007202,0.05368,0.065553,0.097652,0.004499,0.022793
RG058,low,True,6,4,2,D3-2:strong-remote,1,3,0,2,0.001473,4.1e-05,0.045539,0.000335,0.00272,0.004238,0.004952,4.1e-05,0.001229
RG059,high,False,6,4,2,D3-2:strong-remote,1,4,0,2,0.102522,0.003939,0.349213,0.010226,0.280745,0.186499,0.368083,0.044173,0.077509
RG059,medium,False,6,4,2,D3-2:strong-remote,1,4,0,2,0.031567,0.000893,0.210904,0.004045,0.074657,0.063647,0.111276,0.00797,0.02854
RG059,low,False,6,4,2,D3-2:strong-remote,1,4,0,2,0.001703,2.4e-05,0.048553,0.000255,0.0037,0.004141,0.005886,0.00018,0.001525
RG060,high,False,6,4,2,D3-2:strong-remote,1,3,0,2,0.103947,0.001958,0.351191,0.011746,0.26946,0.232876,0.363619,0.022511,0.080058
RG060,medium,False,6,4,2,D3-2:strong-remote,1,3,0,2,0.03138,0.001384,0.212492,0.005953,0.062854,0.082095,0.105153,0.001679,0.027746
RG060,low,False,6,4,2,D3-2:strong-remote,1,3,0,2,0.001587,3.6e-05,0.047429,0.000405,0.00281,0.004516,0.005337,3.6e-05,0.001333
RG061,high,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.110486,0.001234,0.360568,0.00766,0.247326,0.349533,0.321991,0.001234,0.086326
RG061,medium,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.029014,0.002678,0.205786,0.002678,0.046655,0.107081,0.069666,0.005966,0.02367
RG061,low,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.001159,9.4e-05,0.040502,9.4e-05,0.001757,0.004702,0.002644,0.000313,0.000847
RG062,high,False,6,4,3,D3-1:tree-like-remote,1,1,0,2,0.079094,0.0,0.314893,0.013737,0.164128,0.258733,0.258733,0.0,0.053682
RG062,medium,False,6,4,3,D3-1:tree-like-remote,1,1,0,2,0.014517,0.0,0.136888,0.001867,0.030904,0.047213,0.047213,0.0,0.010449
RG062,low,False,6,4,3,D3-1:tree-like-remote,1,1,0,2,0.000456,0.0,0.023229,4.4e-05,0.001101,0.001561,0.001561,0.0,0.000271
RG063,high,False,6,4,3,D3-2:strong-remote,1,2,0,2,0.096142,0.000159,0.342675,0.023095,0.178455,0.309995,0.304861,0.000159,0.068563
RG063,medium,False,6,4,3,D3-2:strong-remote,1,2,0,2,0.027677,0.000414,0.193739,0.007185,0.041084,0.091062,0.080897,0.000414,0.022417
RG063,low,False,6,4,3,D3-2:strong-remote,1,2,0,2,0.001461,4.7e-05,0.044977,0.000512,0.001765,0.00508,0.004162,4.7e-05,0.001104
RG064,high,False,6,4,2,D3-1:tree-like-remote,1,1,0,2,0.08613,0.0,0.328619,0.012111,0.184756,0.275801,0.275801,0.0,0.060442
RG064,medium,False,6,4,2,D3-1:tree-like-remote,1,1,0,2,0.01209,0.0,0.127805,0.00147,0.02691,0.040677,0.040677,0.0,0.008196
RG064,low,False,6,4,2,D3-1:tree-like-remote,1,1,0,2,0.000382,0.0,0.021227,2.6e-05,0.00099,0.001339,0.001339,0.0,0.000216
RG065,high,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.074301,0.003033,0.307661,0.011329,0.201974,0.129331,0.292321,0.0409,0.048602
RG065,medium,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.011863,0.000514,0.125919,0.000514,0.035136,0.027504,0.043547,0.002131,0.008195
RG065,low,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.000459,1e-06,0.02278,1e-06,0.001428,0.001481,0.001441,3e-06,0.000286
RG066,high,False,6,4,2,D3-2:strong-remote,1,3,0,2,0.087735,0.003381,0.328451,0.016827,0.215741,0.190627,0.327673,0.02916,0.061734
RG066,medium,False,6,4,2,D3-2:strong-remote,1,3,0,2,0.022263,0.000867,0.173487,0.000867,0.042807,0.080437,0.055497,0.004435,0.017647
RG066,low,False,6,4,2,D3-2:strong-remote,1,3,0,2,0.001114,8e-06,0.038616,8e-06,0.002028,0.004562,0.002283,0.000432,0.000841
RG067,high,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.098901,0.000231,0.346054,0.014716,0.210315,0.307149,0.314128,0.000231,0.073687
RG067,medium,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.024943,0.002036,0.186446,0.002913,0.044094,0.085766,0.068872,0.002036,0.020208
RG067,low,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.001151,9.6e-05,0.040017,9.6e-05,0.001748,0.004632,0.002661,0.000285,0.000842
RG068,high,False,6,4,2,D3-1:tree-like-remote,1,1,0,2,0.089466,0.0,0.331931,0.011269,0.195551,0.285011,0.285011,0.0,0.064528
RG068,medium,False,6,4,2,D3-1:tree-like-remote,1,1,0,2,0.015918,0.0,0.147895,0.002029,0.033912,0.051729,0.051729,0.0,0.011692
RG068,low,False,6,4,2,D3-1:tree-like-remote,1,1,0,2,0.000474,0.0,0.024138,4.7e-05,0.001138,0.001635,0.001635,0.0,0.000284
RG069,high,False,6,4,1,D3-1:tree-like-remote,1,1,0,2,0.038791,0.0,0.170777,0.011451,0.057417,0.112412,0.112412,0.0,0.03876
RG069,medium,False,6,4,1,D3-1:tree-like-remote,1,1,0,2,0.007598,0.0,0.082776,0.000622,0.017617,0.024713,0.024713,0.0,0.005514
RG069,low,False,6,4,1,D3-1:tree-like-remote,1,1,0,2,0.000375,0.0,0.019398,2.1e-05,0.000953,0.001259,0.001259,0.0,0.000225
RG070,high,False,6,4,1,D3-2:strong-remote,1,2,0,2,0.086439,0.0,0.330189,0.023851,0.156052,0.282008,0.282008,0.0,0.05905
RG070,medium,False,6,4,1,D3-2:strong-remote,1,2,0,2,0.018174,0.0,0.16087,0.005826,0.029036,0.060043,0.060043,0.0,0.01325
RG070,low,False,6,4,1,D3-2:strong-remote,1,2,0,2,0.00121,0.0,0.040952,0.000474,0.001694,0.003954,0.003954,0.0,0.000906
RG071,high,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.093273,0.0,0.339809,0.029445,0.159429,0.30179,0.30179,0.0,0.06441
RG071,medium,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.022164,0.0,0.17852,0.00717,0.03418,0.071479,0.071479,0.0,0.016867
RG071,low,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.001322,0.0,0.042866,0.000514,0.001819,0.004263,0.004263,0.0,0.001002
RG072,high,False,6,4,2,D3-2:strong-remote,1,3,0,2,0.087299,0.003333,0.328655,0.018705,0.217093,0.172635,0.335643,0.03684,0.060901
RG072,medium,False,6,4,2,D3-2:strong-remote,1,3,0,2,0.021534,0.000367,0.1745,0.003961,0.047471,0.053624,0.077716,0.0025,0.017457
RG072,low,False,6,4,2,D3-2:strong-remote,1,3,0,2,0.00136,2.1e-05,0.043576,0.000307,0.002519,0.003992,0.00458,2.1e-05,0.001117
RG073,high,False,6,4,2,D3-2:strong-remote,1,4,0,2,0.090307,0.002874,0.333185,0.018107,0.22484,0.186499,0.341735,0.032892,0.064332
RG073,medium,False,6,4,2,D3-2:strong-remote,1,4,0,2,0.024804,0.000693,0.186668,0.002705,0.057288,0.063647,0.083757,0.002278,0.021347
RG073,low,False,6,4,2,D3-2:strong-remote,1,4,0,2,0.001554,4.3e-05,0.045973,0.00017,0.003446,0.004141,0.00514,7.6e-05,0.00138
RG074,high,False,6,4,1,D3-2:strong-remote,1,3,0,2,0.099063,0.001183,0.345084,0.016007,0.24799,0.219151,0.358418,0.025502,0.0742
RG074,medium,False,6,4,1,D3-2:strong-remote,1,3,0,2,0.025475,0.000764,0.192115,0.005302,0.052538,0.065553,0.089706,0.002046,0.021492
RG074,low,False,6,4,1,D3-2:strong-remote,1,3,0,2,0.001445,2.1e-05,0.045101,0.000346,0.002609,0.004238,0.00485,2.1e-05,0.001201
RG075,high,False,6,4,1,D3-2:strong-remote,1,4,0,2,0.098257,0.005993,0.344255,0.0144,0.257848,0.186499,0.36235,0.041274,0.072835
RG075,medium,False,6,4,1,D3-2:strong-remote,1,4,0,2,0.026738,0.000164,0.194318,0.00367,0.061176,0.063647,0.093357,0.003178,0.023469
RG075,low,False,6,4,1,D3-2:strong-remote,1,4,0,2,0.001535,5.4e-05,0.045921,0.000209,0.003283,0.004141,0.005145,6e-05,0.001356
RG076,high,False,6,4,2,D3-1:tree-like-remote,1,1,0,2,0.075697,0.0,0.310656,0.017131,0.147621,0.251405,0.251405,0.0,0.049808
RG076,medium,False,6,4,2,D3-1:tree-like-remote,1,1,0,2,0.010459,0.0,0.118063,0.001283,0.023703,0.035774,0.035774,0.0,0.006689
RG076,low,False,6,4,2,D3-1:tree-like-remote,1,1,0,2,0.000373,0.0,0.020835,2.5e-05,0.000968,0.001302,0.001302,0.0,0.000208
RG077,high,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.093196,0.000825,0.339722,0.025811,0.163447,0.306754,0.29487,0.000825,0.064703
RG077,medium,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.021647,0.001907,0.173749,0.00201,0.032308,0.08547,0.049308,0.007336,0.015925
RG077,low,False,6,4,2,D3-2:strong-remote,1,2,0,2,0.00108,4.8e-05,0.038345,4.8e-05,0.001509,0.004653,0.002092,0.000537,0.000753
RG078,high,False,6,4,1,D3-2:strong-remote,1,2,0,2,0.106297,0.001216,0.357046,0.010876,0.225594,0.342011,0.314969,0.001216,0.081046
RG078,medium,False,6,4,1,D3-2:strong-remote,1,2,0,2,0.022822,0.001971,0.182031,0.001971,0.037706,0.087056,0.056232,0.004443,0.017694
RG078,low,False,6,4,1,D3-2:strong-remote,1,2,0,2,0.001041,6.7e-05,0.038158,6.7e-05,0.001594,0.004348,0.002313,0.000327,0.000743
RG079,high,False,6,4,1,D3-2:strong-remote,1,3,0,2,0.098828,0.000741,0.344088,0.015389,0.243637,0.232876,0.351869,0.019166,0.074302
RG079,medium,False,6,4,1,D3-2:strong-remote,1,3,0,2,0.024622,0.000553,0.188639,0.002672,0.047367,0.082095,0.071715,0.000553,0.020506
RG079,low,False,6,4,1,D3-2:strong-remote,1,3,0,2,0.001221,9.3e-05,0.041435,9.3e-05,0.002242,0.004516,0.003244,0.000109,0.000974
RG080,high,False,6,4,1,D3-1:tree-like-remote,1,1,0,2,0.085821,0.0,0.327653,0.013923,0.179188,0.277325,0.277325,0.0,0.060325
RG080,medium,False,6,4,1,D3-1:tree-like-remote,1,1,0,2,0.011864,0.0,0.1269,0.001352,0.02683,0.039979,0.039979,0.0,0.007967
RG080,low,False,6,4,1,D3-1:tree-like-remote,1,1,0,2,0.00039,0.0,0.021488,2.7e-05,0.001007,0.001363,0.001363,0.0,0.000221
RG081,high,False,6,4,1,D3-2:strong-remote,1,2,0,2,0.095736,0.000106,0.34294,0.017852,0.193994,0.30179,0.307583,0.000106,0.069644
RG081,medium,False,6,4,1,D3-2:strong-remote,1,2,0,2,0.019743,0.00127,0.169697,0.002283,0.035882,0.071479,0.055679,0.00127,0.015064
RG081,low,False,6,4,1,D3-2:strong-remote,1,2,0,2,0.001024,6.9e-05,0.037897,6.9e-05,0.001587,0.004263,0.002318,0.000297,0.00073
RG082,high,False,6,4,0,D3-1:tree-like-remote,1,1,0,2,0.068413,0.0,0.295841,0.012578,0.142661,0.229729,0.229729,0.0,0.04417
RG082,medium,False,6,4,0,D3-1:tree-like-remote,1,1,0,2,0.008021,0.0,0.100326,0.000633,0.020124,0.02779,0.02779,0.0,0.004732
RG082,low,False,6,4,0,D3-1:tree-like-remote,1,1,0,2,0.000338,0.0,0.019502,1.8e-05,0.000908,0.001181,0.001181,0.0,0.000184
RG083,high,False,6,4,0,D3-2:strong-remote,1,2,0,2,0.08514,0.000312,0.327402,0.012617,0.176876,0.282008,0.26922,0.000312,0.059917
RG083,medium,False,6,4,0,D3-2:strong-remote,1,2,0,2,0.015433,0.001218,0.148889,0.001218,0.028833,0.060043,0.041554,0.002022,0.01097
RG083,low,False,6,4,0,D3-2:strong-remote,1,2,0,2,0.000932,5.4e-05,0.035944,5.4e-05,0.001463,0.003954,0.002079,0.000301,0.00065
RG084,high,False,6,4,0,D3-2:strong-remote,1,3,0,2,0.081457,0.001199,0.319646,0.015223,0.19124,0.219151,0.29567,0.007961,0.057314
RG084,medium,False,6,4,0,D3-2:strong-remote,1,3,0,2,0.01834,0.00074,0.162452,0.001474,0.036898,0.065553,0.052728,0.00074,0.014173
RG084,low,False,6,4,0,D3-2:strong-remote,1,3,0,2,0.001123,7.6e-05,0.039619,7.6e-05,0.002089,0.004238,0.00296,0.000115,0.000882
RG085,high,False,6,4,0,D3-2:strong-remote,1,4,0,2,0.079959,0.000752,0.314928,0.014201,0.20071,0.186499,0.30222,0.018921,0.055928
RG085,medium,False,6,4,0,D3-2:strong-remote,1,4,0,2,0.01991,0.000205,0.166327,0.00132,0.044753,0.063647,0.060955,0.000205,0.016331
RG085,low,False,6,4,0,D3-2:strong-remote,1,4,0,2,0.001269,1.7e-05,0.041251,7.4e-05,0.002751,0.004141,0.003727,1.7e-05,0.001084
RG086,high,False,6,3,2,D3-2:strong-remote,2,3,0,2,0.184062,0.0,0.452585,0.031495,0.377854,0.548403,0.548403,0.0,0.147602
RG086,medium,False,6,3,2,D3-2:strong-remote,2,3,0,2,0.052586,0.0,0.266693,0.01294,0.094675,0.171018,0.171018,0.0,0.03944
RG086,low,False,6,3,2,D3-2:strong-remote,2,3,0,2,0.002837,0.0,0.061253,0.000721,0.005149,0.009699,0.009699,0.0,0.00194
RG087,high,False,6,3,2,D3-2:strong-remote,2,4,0,2,0.181802,0.006096,0.449648,0.022732,0.419831,0.497796,0.564355,0.006098,0.149351
RG087,medium,False,6,3,2,D3-2:strong-remote,2,4,0,2,0.053998,0.001649,0.270496,0.009847,0.114874,0.155569,0.185631,0.001649,0.042398
RG087,low,False,6,3,2,D3-2:strong-remote,2,4,0,2,0.003073,2.9e-05,0.063823,0.000516,0.006544,0.009657,0.01071,2.9e-05,0.002239
RG088,high,True,6,3,2,D3-2:strong-remote,2,5,0,2,0.189423,0.003112,0.454696,0.017247,0.443411,0.527304,0.567934,0.003112,0.158975
RG088,medium,True,6,3,2,D3-2:strong-remote,2,5,0,2,0.0614,0.000105,0.286422,0.006376,0.130695,0.192622,0.189026,0.000105,0.050601
RG088,low,True,6,3,2,D3-2:strong-remote,2,5,0,2,0.003734,0.000116,0.071248,0.000304,0.007617,0.013274,0.010942,0.000116,0.002884
RG089,high,False,6,3,2,D3-2:strong-remote,2,5,1,2,0.096558,0.003995,0.360641,0.037986,0.19089,0.150895,0.330878,0.064693,0.079297
RG089,medium,False,6,3,2,D3-2:strong-remote,2,5,1,2,0.033734,0.004773,0.211471,0.026409,0.038381,0.065282,0.096167,0.004773,0.032262
RG089,low,False,6,3,2,D3-2:strong-remote,2,5,1,2,0.002087,0.000144,0.051989,0.00222,0.001901,0.004041,0.005455,0.000144,0.001844
RG090,high,False,6,3,2,D3-2:strong-remote,2,4,1,2,0.102775,6e-06,0.369222,0.031562,0.203085,0.2043,0.331777,0.030758,0.090521
RG090,medium,False,6,3,2,D3-2:strong-remote,2,4,1,2,0.035498,0.004274,0.220826,0.022244,0.041929,0.08148,0.095783,0.004274,0.035135
RG090,low,False,6,3,2,D3-2:strong-remote,2,4,1,2,0.002075,0.000106,0.052327,0.001719,0.002018,0.004632,0.005425,0.000106,0.001964
RG091,high,False,6,3,2,D3-2:strong-remote,2,4,0,2,0.173795,0.001294,0.440938,0.022164,0.416119,0.451794,0.55944,0.01317,0.14114
RG091,medium,False,6,3,2,D3-2:strong-remote,2,4,0,2,0.048211,0.00019,0.252846,0.009523,0.111734,0.118441,0.180477,0.007647,0.036612
RG091,low,False,6,3,2,D3-2:strong-remote,2,4,0,2,0.002646,1.7e-05,0.058606,0.000512,0.006246,0.0069,0.010315,0.000346,0.001844
RG092,high,False,6,3,2,D3-2:strong-remote,2,4,1,2,0.078782,0.000307,0.324906,0.041881,0.133029,0.089797,0.286364,0.108862,0.057813
RG092,medium,False,6,3,2,D3-2:strong-remote,2,4,1,2,0.023085,4e-06,0.165044,0.026362,0.024221,0.015493,0.079629,0.046306,0.017377
RG092,low,False,6,3,2,D3-2:strong-remote,2,4,1,2,0.001375,1.1e-05,0.038541,0.002313,0.001254,0.000712,0.004393,0.003172,0.000894
RG093,high,False,6,3,2,D3-2:strong-remote,2,3,1,2,0.103358,0.0,0.375465,0.045772,0.123296,0.285023,0.285023,0.0,0.088549
RG093,medium,False,6,3,2,D3-2:strong-remote,2,3,1,2,0.031974,0.0,0.202874,0.024675,0.02275,0.078414,0.078414,0.0,0.029486
RG093,low,False,6,3,2,D3-2:strong-remote,2,3,1,2,0.001877,0.0,0.047592,0.001864,0.001216,0.004368,0.004368,0.0,0.001611
RG094,high,False,6,3,2,D3-2:strong-remote,2,3,0,2,0.159902,0.0,0.431834,0.039807,0.297811,0.495321,0.495321,0.0,0.117877
RG094,medium,False,6,3,2,D3-2:strong-remote,2,3,0,2,0.050697,0.0,0.262267,0.015135,0.085572,0.166454,0.166454,0.0,0.036846
RG094,low,False,6,3,2,D3-2:strong-remote,2,3,0,2,0.002818,0.0,0.061077,0.000762,0.005008,0.009656,0.009656,0.0,0.001912
RG095,high,False,6,3,2,D3-2:strong-remote,2,3,1,2,0.10356,0.0,0.376116,0.033793,0.14569,0.285775,0.285775,0.0,0.091791
RG095,medium,False,6,3,2,D3-2:strong-remote,2,3,1,2,0.030591,0.0,0.199976,0.019898,0.027071,0.075854,0.075854,0.0,0.029102
RG095,low,False,6,3,2,D3-2:strong-remote,2,3,1,2,0.001716,0.0,0.045857,0.001582,0.001272,0.004031,0.004031,0.0,0.001493
RG096,high,False,6,3,2,D3-1:tree-like-remote,2,2,0,2,0.118194,0.0,0.369038,0.022164,0.245849,0.382838,0.382838,0.0,0.08084
RG096,medium,False,6,3,2,D3-1:tree-like-remote,2,2,0,2,0.026018,0.0,0.170406,0.002696,0.061961,0.088937,0.088937,0.0,0.016278
RG096,low,False,6,3,2,D3-1:tree-like-remote,2,2,0,2,0.001262,0.0,0.036882,6.8e-05,0.00339,0.004412,0.004412,0.0,0.000688
RG097,high,False,6,3,2,D3-2:strong-remote,2,3,0,2,0.106417,0.001547,0.349678,0.017558,0.288136,0.188481,0.415091,0.062071,0.068556
RG097,medium,False,6,3,2,D3-2:strong-remote,2,3,0,2,0.025379,0.000715,0.167313,0.001457,0.075322,0.063329,0.094174,0.004342,0.015751
RG097,low,False,6,3,2,D3-2:strong-remote,2,3,0,2,0.00135,2e-06,0.037468,1.4e-05,0.004179,0.004163,0.004631,2.1e-05,0.000763
RG098,high,False,6,3,2,D3-2:strong-remote,2,3,1,2,0.061896,0.001223,0.258823,0.028131,0.063752,0.19772,0.164082,0.015863,0.051961
RG098,medium,False,6,3,2,D3-2:strong-remote,2,3,1,2,0.011717,0.000114,0.123139,0.000114,0.02629,0.046715,0.027587,0.002995,0.007871
RG098,low,False,6,3,2,D3-2:strong-remote,2,3,1,2,0.000492,1.9e-05,0.025418,4.9e-05,0.001119,0.002104,0.000776,0.000326,0.000285
RG099,high,False,6,3,2,D3-2:strong-remote,2,2,1,2,0.044696,0.0,0.204484,0.065271,0.051315,0.066226,0.066226,0.0,0.044817
RG099,medium,False,6,3,2,D3-2:strong-remote,2,2,1,2,0.00662,0.0,0.085123,0.003924,0.014309,0.015113,0.015113,0.0,0.005812
RG099,low,False,6,3,2,D3-2:strong-remote,2,2,1,2,0.000236,0.0,0.015695,4.3e-05,0.000794,0.000585,0.000585,0.0,0.000144
RG100,high,False,6,3,2,D3-1:tree-like-remote,2,2,0,2,0.156809,0.0,0.421597,0.02184,0.344614,0.477296,0.477296,0.0,0.120825
RG100,medium,False,6,3,2,D3-1:tree-like-remote,2,2,0,2,0.030152,0.0,0.190631,0.002978,0.072926,0.101466,0.101466,0.0,0.019601
RG100,low,False,6,3,2,D3-1:tree-like-remote,2,2,0,2,0.001346,0.0,0.038535,7.6e-05,0.003592,0.004694,0.004694,0.0,0.000748
RG101,high,False,6,3,2,D3-2:strong-remote,2,3,0,2,0.113641,0.001195,0.361878,0.024913,0.294443,0.185537,0.447983,0.079855,0.07369
