condition_key,graph_id,evidence_level,D1_target_degree,D2_neighbor_coupling,D3_remote_class,S2_count,e12,e22,radius,rho_sensitivity,beta_sensitivity,cross_axis_js,diagnostic_score
RG068_high,RG068,high,4,2,D3-1:tree-like-remote,1,1,0,2,0.001538,0.009945,0.011006,0.012544
RG068_medium,RG068,medium,4,2,D3-1:tree-like-remote,1,1,0,2,0.000316,0.00138,0.001621,0.001937
RG068_low,RG068,low,4,2,D3-1:tree-like-remote,1,1,0,2,6e-06,3.7e-05,4.2e-05,4.8e-05
RG069_high,RG069,high,4,1,D3-1:tree-like-remote,1,1,0,2,0.001888,0.000624,0.002481,0.003105
RG069_medium,RG069,medium,4,1,D3-1:tree-like-remote,1,1,0,2,0.000117,2.7e-05,0.000143,0.00017
RG069_low,RG069,low,4,1,D3-1:tree-like-remote,1,1,0,2,4e-06,0.0,4e-06,4e-06
RG070_high,RG070,high,4,1,D3-2:strong-remote,1,2,0,2,0.001473,0.007153,0.008515,0.009988
RG070_medium,RG070,medium,4,1,D3-2:strong-remote,1,2,0,2,0.000385,0.000978,0.001348,0.001733
RG070_low,RG070,low,4,1,D3-2:strong-remote,1,2,0,2,2.9e-05,6.3e-05,9.1e-05,0.00012
RG071_high,RG071,high,4,2,D3-2:strong-remote,1,2,0,2,0.001974,0.008201,0.009997,0.011971
RG071_medium,RG071,medium,4,2,D3-2:strong-remote,1,2,0,2,0.000536,0.001529,0.002029,0.002565
RG071_low,RG071,low,4,2,D3-2:strong-remote,1,2,0,2,3.2e-05,8.5e-05,0.000116,0.000148
RG072_high,RG072,high,4,2,D3-2:strong-remote,1,3,0,2,0.00288,0.013808,0.015987,0.018867
RG072_medium,RG072,medium,4,2,D3-2:strong-remote,1,3,0,2,0.000663,0.002072,0.002605,0.003268
RG072_low,RG072,low,4,2,D3-2:strong-remote,1,3,0,2,3.7e-05,0.00011,0.000143,0.00018
RG073_high,RG073,high,4,2,D3-2:strong-remote,1,4,0,2,0.002982,0.014186,0.016408,0.019389
RG073_medium,RG073,medium,4,2,D3-2:strong-remote,1,4,0,2,0.00077,0.002326,0.002884,0.003654
RG073_low,RG073,low,4,2,D3-2:strong-remote,1,4,0,2,4.9e-05,0.000139,0.000175,0.000224
RG074_high,RG074,high,4,1,D3-2:strong-remote,1,3,0,2,0.00297,0.015374,0.017352,0.020322
RG074_medium,RG074,medium,4,1,D3-2:strong-remote,1,3,0,2,0.000789,0.002351,0.002996,0.003785
RG074_low,RG074,low,4,1,D3-2:strong-remote,1,3,0,2,4.1e-05,0.000115,0.00015,0.000191
RG075_high,RG075,high,4,1,D3-2:strong-remote,1,4,0,2,0.002981,0.015513,0.017387,0.020368
RG075_medium,RG075,medium,4,1,D3-2:strong-remote,1,4,0,2,0.000767,0.00235,0.00291,0.003677
RG075_low,RG075,low,4,1,D3-2:strong-remote,1,4,0,2,4e-05,0.000118,0.000148,0.000188
RG076_high,RG076,high,4,2,D3-1:tree-like-remote,1,1,0,2,0.00148,0.006936,0.008227,0.009707
RG076_medium,RG076,medium,4,2,D3-1:tree-like-remote,1,1,0,2,0.000169,0.000703,0.000839,0.001008
RG076_low,RG076,low,4,2,D3-1:tree-like-remote,1,1,0,2,4e-06,2.1e-05,2.4e-05,2.8e-05
RG077_high,RG077,high,4,2,D3-2:strong-remote,1,2,0,2,0.001966,0.008503,0.010202,0.012168
RG077_medium,RG077,medium,4,2,D3-2:strong-remote,1,2,0,2,0.000298,0.001109,0.001336,0.001633
RG077_low,RG077,low,4,2,D3-2:strong-remote,1,2,0,2,9e-06,4.3e-05,4.9e-05,5.9e-05
RG078_high,RG078,high,4,1,D3-2:strong-remote,1,2,0,2,0.002203,0.012746,0.014161,0.016364
RG078_medium,RG078,medium,4,1,D3-2:strong-remote,1,2,0,2,0.000353,0.001314,0.00158,0.001933
RG078_low,RG078,low,4,1,D3-2:strong-remote,1,2,0,2,1.2e-05,4.7e-05,5.6e-05,6.8e-05
RG079_high,RG079,high,4,1,D3-2:strong-remote,1,3,0,2,0.002787,0.014506,0.016371,0.019158
RG079_medium,RG079,medium,4,1,D3-2:strong-remote,1,3,0,2,0.000506,0.001717,0.002092,0.002598
RG079_low,RG079,low,4,1,D3-2:strong-remote,1,3,0,2,1.9e-05,7e-05,8.3e-05,0.000102
RG080_high,RG080,high,4,1,D3-1:tree-like-remote,1,1,0,2,0.001741,0.008715,0.010081,0.011822
RG080_medium,RG080,medium,4,1,D3-1:tree-like-remote,1,1,0,2,0.000199,0.000797,0.000954,0.001153
RG080_low,RG080,low,4,1,D3-1:tree-like-remote,1,1,0,2,4e-06,2.2e-05,2.5e-05,2.9e-05
RG081_high,RG081,high,4,1,D3-2:strong-remote,1,2,0,2,0.002131,0.009941,0.011615,0.013746
RG081_medium,RG081,medium,4,1,D3-2:strong-remote,1,2,0,2,0.000354,0.001251,0.001528,0.001882
RG081_low,RG081,low,4,1,D3-2:strong-remote,1,2,0,2,1.2e-05,4.6e-05,5.5e-05,6.6e-05
RG082_high,RG082,high,4,0,D3-1:tree-like-remote,1,1,0,2,0.001276,0.005398,0.006499,0.007774
RG082_medium,RG082,medium,4,0,D3-1:tree-like-remote,1,1,0,2,9.5e-05,0.00038,0.000455,0.000549
RG082_low,RG082,low,4,0,D3-1:tree-like-remote,1,1,0,2,3e-06,1.3e-05,1.5e-05,1.8e-05
RG083_high,RG083,high,4,0,D3-2:strong-remote,1,2,0,2,0.001625,0.007648,0.008925,0.01055
RG083_medium,RG083,medium,4,0,D3-2:strong-remote,1,2,0,2,0.000204,0.00071,0.000867,0.001071
RG083_low,RG083,low,4,0,D3-2:strong-remote,1,2,0,2,9e-06,3.3e-05,4e-05,5e-05
RG084_high,RG084,high,4,0,D3-2:strong-remote,1,3,0,2,0.001961,0.008718,0.010243,0.012204
RG084_medium,RG084,medium,4,0,D3-2:strong-remote,1,3,0,2,0.000294,0.000972,0.001186,0.00148
RG084_low,RG084,low,4,0,D3-2:strong-remote,1,3,0,2,1.6e-05,5.2e-05,6.4e-05,8e-05
RG085_high,RG085,high,4,0,D3-2:strong-remote,1,4,0,2,0.002002,0.009023,0.010508,0.012511
RG085_medium,RG085,medium,4,0,D3-2:strong-remote,1,4,0,2,0.000332,0.001093,0.00131,0.001643
RG085_low,RG085,low,4,0,D3-2:strong-remote,1,4,0,2,2e-05,6.4e-05,7.7e-05,9.7e-05
RG086_high,RG086,high,3,2,D3-2:strong-remote,2,3,0,2,0.005067,0.021386,0.024963,0.03003
RG086_medium,RG086,medium,3,2,D3-2:strong-remote,2,3,0,2,0.001197,0.003015,0.004103,0.005301
RG086_low,RG086,low,3,2,D3-2:strong-remote,2,3,0,2,5.5e-05,0.000127,0.000178,0.000233
RG087_high,RG087,high,3,2,D3-2:strong-remote,2,4,0,2,0.005418,0.025169,0.028364,0.033782
RG087_medium,RG087,medium,3,2,D3-2:strong-remote,2,4,0,2,0.001525,0.0039,0.005184,0.006709
RG087_low,RG087,low,3,2,D3-2:strong-remote,2,4,0,2,7.3e-05,0.000176,0.00024,0.000313
RG088_high,RG088,high,3,2,D3-2:strong-remote,2,5,0,2,0.005269,0.026811,0.029466,0.034734
RG088_medium,RG088,medium,3,2,D3-2:strong-remote,2,5,0,2,0.001586,0.004389,0.005587,0.007172
RG088_low,RG088,low,3,2,D3-2:strong-remote,2,5,0,2,7.4e-05,0.000199,0.000256,0.000331
RG089_high,RG089,high,3,2,D3-2:strong-remote,2,5,1,2,0.004821,0.020356,0.024386,0.029208
RG089_medium,RG089,medium,3,2,D3-2:strong-remote,2,5,1,2,0.001819,0.003336,0.005089,0.006908
RG089_low,RG089,low,3,2,D3-2:strong-remote,2,5,1,2,8.3e-05,0.000129,0.000211,0.000294
RG090_high,RG090,high,3,2,D3-2:strong-remote,2,4,1,2,0.004145,0.020009,0.023293,0.027437
RG090_medium,RG090,medium,3,2,D3-2:strong-remote,2,4,1,2,0.001562,0.003178,0.004638,0.0062
RG090_low,RG090,low,3,2,D3-2:strong-remote,2,4,1,2,7.5e-05,0.000132,0.000204,0.000279
RG091_high,RG091,high,3,2,D3-2:strong-remote,2,4,0,2,0.005137,0.024519,0.02751,0.032647
RG091_medium,RG091,medium,3,2,D3-2:strong-remote,2,4,0,2,0.00137,0.003687,0.004838,0.006208
RG091_low,RG091,low,3,2,D3-2:strong-remote,2,4,0,2,6.3e-05,0.000161,0.000217,0.00028
RG092_high,RG092,high,3,2,D3-2:strong-remote,2,4,1,2,0.003325,0.013627,0.016629,0.019953
RG092_medium,RG092,medium,3,2,D3-2:strong-remote,2,4,1,2,0.001133,0.002136,0.00328,0.004412
RG092_low,RG092,low,3,2,D3-2:strong-remote,2,4,1,2,4.6e-05,7.1e-05,0.000117,0.000163
RG093_high,RG093,high,3,2,D3-2:strong-remote,2,3,1,2,0.003421,0.012989,0.016124,0.019546
RG093_medium,RG093,medium,3,2,D3-2:strong-remote,2,3,1,2,0.001006,0.001959,0.002972,0.003978
RG093_low,RG093,low,3,2,D3-2:strong-remote,2,3,1,2,4.2e-05,7.3e-05,0.000116,0.000159
RG094_high,RG094,high,3,2,D3-2:strong-remote,2,3,0,2,0.004093,0.018487,0.021982,0.026075
RG094_medium,RG094,medium,3,2,D3-2:strong-remote,2,3,0,2,0.001193,0.002813,0.003937,0.00513
RG094_low,RG094,low,3,2,D3-2:strong-remote,2,3,0,2,5.5e-05,0.000124,0.000177,0.000232
RG095_high,RG095,high,3,2,D3-2:strong-remote,2,3,1,2,0.002808,0.013541,0.015959,0.018766
RG095_medium,RG095,medium,3,2,D3-2:strong-remote,2,3,1,2,0.00094,0.002034,0.002957,0.003897
RG095_low,RG095,low,3,2,D3-2:strong-remote,2,3,1,2,4e-05,7.2e-05,0.000112,0.000152
RG096_high,RG096,high,3,2,D3-1:tree-like-remote,2,2,0,2,0.002252,0.0117,0.013583,0.015835
RG096_medium,RG096,medium,3,2,D3-1:tree-like-remote,2,2,0,2,0.000373,0.001213,0.001526,0.001899
RG096_low,RG096,low,3,2,D3-1:tree-like-remote,2,2,0,2,1.1e-05,3.6e-05,4.4e-05,5.5e-05
RG097_high,RG097,high,3,2,D3-2:strong-remote,2,3,0,2,0.003018,0.015967,0.01828,0.021298
RG097_medium,RG097,medium,3,2,D3-2:strong-remote,2,3,0,2,0.000453,0.001611,0.001921,0.002374
RG097_low,RG097,low,3,2,D3-2:strong-remote,2,3,0,2,1.1e-05,4.8e-05,5.4e-05,6.5e-05
RG098_high,RG098,high,3,2,D3-2:strong-remote,2,3,1,2,0.003219,0.001565,0.00472,0.006284
RG098_medium,RG098,medium,3,2,D3-2:strong-remote,2,3,1,2,0.000151,0.000162,0.0003,0.000451
RG098_low,RG098,low,3,2,D3-2:strong-remote,2,3,1,2,1e-06,1e-05,1e-05,1.1e-05
RG099_high,RG099,high,3,2,D3-2:strong-remote,2,2,1,2,0.0011,0.001377,0.00214,0.00324
RG099_medium,RG099,medium,3,2,D3-2:strong-remote,2,2,1,2,0.000192,0.000108,0.000275,0.000383
RG099_low,RG099,low,3,2,D3-2:strong-remote,2,2,1,2,2e-06,1.2e-05,1.2e-05,1.4e-05
RG100_high,RG100,high,3,2,D3-1:tree-like-remote,2,2,0,2,0.003994,0.016934,0.01961,0.023604
RG100_medium,RG100,medium,3,2,D3-1:tree-like-remote,2,2,0,2,0.000463,0.00138,0.001748,0.002211
RG100_low,RG100,low,3,2,D3-1:tree-like-remote,2,2,0,2,1.2e-05,3.7e-05,4.7e-05,5.9e-05
RG101_high,RG101,high,3,2,D3-2:strong-remote,2,3,0,2,0.003508,0.017017,0.019842,0.02335
RG101_medium,RG101,medium,3,2,D3-2:strong-remote,2,3,0,2,0.000551,0.001671,0.002082,0.002634
RG101_low,RG101,low,3,2,D3-2:strong-remote,2,3,0,2,1.3e-05,4.8e-05,5.6e-05,6.9e-05
RG102_high,RG102,high,3,2,D3-2:strong-remote,2,4,0,2,0.002633,0.000994,0.003621,0.004615
RG102_medium,RG102,medium,3,2,D3-2:strong-remote,2,4,0,2,0.000132,8.3e-05,0.000216,0.000299
RG102_low,RG102,low,3,2,D3-2:strong-remote,2,4,0,2,2e-06,5e-06,7e-06,1e-05
RG103_high,RG103,high,3,2,D3-2:strong-remote,2,4,1,2,0.00107,0.005584,0.006503,0.007572
RG103_medium,RG103,medium,3,2,D3-2:strong-remote,2,4,1,2,0.000125,0.000606,0.00067,0.000795
RG103_low,RG103,low,3,2,D3-2:strong-remote,2,4,1,2,2e-06,1.8e-05,1.8e-05,2e-05
RG104_high,RG104,high,3,2,D3-2:strong-remote,2,3,1,2,0.002935,0.001367,0.004249,0.005616
RG104_medium,RG104,medium,3,2,D3-2:strong-remote,2,3,1,2,0.000185,0.000174,0.000352,0.000526
RG104_low,RG104,low,3,2,D3-2:strong-remote,2,3,1,2,3e-06,1.1e-05,1.3e-05,1.6e-05
RG105_high,RG105,high,3,2,D3-2:strong-remote,2,2,1,2,0.002505,0.014756,0.016003,0.018508
RG105_medium,RG105,medium,3,2,D3-2:strong-remote,2,2,1,2,0.00026,0.001107,0.001284,0.001544
RG105_low,RG105,low,3,2,D3-2:strong-remote,2,2,1,2,8e-06,3.1e-05,3.8e-05,4.6e-05
RG106_high,RG106,high,3,2,D3-1:tree-like-remote,2,2,0,2,0.003212,0.014319,0.017054,0.020266
RG106_medium,RG106,medium,3,2,D3-1:tree-like-remote,2,2,0,2,0.000489,0.001306,0.001734,0.002223
RG106_low,RG106,low,3,2,D3-1:tree-like-remote,2,2,0,2,1.3e-05,3.6e-05,4.7e-05,6e-05
RG107_high,RG107,high,3,2,D3-2:strong-remote,2,2,1,2,0.002274,0.010043,0.012035,0.014309
RG107_medium,RG107,medium,3,2,D3-2:strong-remote,2,2,1,2,0.000238,0.000685,0.000896,0.001134
RG107_low,RG107,low,3,2,D3-2:strong-remote,2,2,1,2,2e-06,7e-06,9e-06,1.1e-05
RG108_high,RG108,high,3,1,D3-1:tree-like-remote,2,2,0,2,0.00377,0.012174,0.015237,0.019007
RG108_medium,RG108,medium,3,1,D3-1:tree-like-remote,2,2,0,2,0.000314,0.000768,0.001033,0.001347
RG108_low,RG108,low,3,1,D3-1:tree-like-remote,2,2,0,2,1e-05,2.4e-05,3.3e-05,4.3e-05
RG109_high,RG109,high,3,1,D3-2:strong-remote,2,3,0,2,0.004821,0.015266,0.019321,0.024142
RG109_medium,RG109,medium,3,1,D3-2:strong-remote,2,3,0,2,0.000882,0.001861,0.00269,0.003573
RG109_low,RG109,low,3,1,D3-2:strong-remote,2,3,0,2,5e-05,9.7e-05,0.000145,0.000195
RG110_high,RG110,high,3,1,D3-2:strong-remote,2,4,0,2,0.005326,0.01693,0.021375,0.026701
RG110_medium,RG110,medium,3,1,D3-2:strong-remote,2,4,0,2,0.001425,0.002905,0.004262,0.005687
RG110_low,RG110,low,3,1,D3-2:strong-remote,2,4,0,2,0.000101,0.000187,0.000286,0.000387
RG111_high,RG111,high,3,1,D3-2:strong-remote,2,5,0,2,0.004871,0.024274,0.027712,0.032584
RG111_medium,RG111,medium,3,1,D3-2:strong-remote,2,5,0,2,0.002144,0.004776,0.006724,0.008868
RG111_low,RG111,low,3,1,D3-2:strong-remote,2,5,0,2,0.000132,0.000267,0.000392,0.000524
RG112_high,RG112,high,3,1,D3-2:strong-remote,2,6,0,2,0.00447,0.024949,0.026561,0.031031
RG112_medium,RG112,medium,3,1,D3-2:strong-remote,2,6,0,2,0.002151,0.005257,0.007033,0.009184
RG112_low,RG112,low,3,1,D3-2:strong-remote,2,6,0,2,0.000137,0.000297,0.000421,0.000558
RG113_high,RG113,high,3,1,D3-2:strong-remote,2,4,0,2,0.004935,0.017011,0.020868,0.025804
RG113_medium,RG113,medium,3,1,D3-2:strong-remote,2,4,0,2,0.000985,0.002179,0.003054,0.004039
RG113_low,RG113,low,3,1,D3-2:strong-remote,2,4,0,2,5.8e-05,0.000119,0.000171,0.000228
RG114_high,RG114,high,3,1,D3-2:strong-remote,2,5,0,2,0.004571,0.023625,0.025625,0.030197
RG114_medium,RG114,medium,3,1,D3-2:strong-remote,2,5,0,2,0.001611,0.004089,0.005408,0.007019
RG114_low,RG114,low,3,1,D3-2:strong-remote,2,5,0,2,8.6e-05,0.000201,0.000276,0.000361
RG115_high,RG115,high,3,1,D3-2:strong-remote,2,5,1,2,0.003664,0.011006,0.014428,0.018092
RG115_medium,RG115,medium,3,1,D3-2:strong-remote,2,5,1,2,0.000834,0.001249,0.002074,0.002908
RG115_low,RG115,low,3,1,D3-2:strong-remote,2,5,1,2,3.7e-05,5.3e-05,8.8e-05,0.000125
RG116_high,RG116,high,3,1,D3-2:strong-remote,2,4,1,2,0.003558,0.01296,0.016181,0.019738
RG116_medium,RG116,medium,3,1,D3-2:strong-remote,2,4,1,2,0.000972,0.001659,0.002599,0.003571
RG116_low,RG116,low,3,1,D3-2:strong-remote,2,4,1,2,5.2e-05,7.7e-05,0.000127,0.000179
RG117_high,RG117,high,3,1,D3-2:strong-remote,2,4,0,2,0.0051,0.017545,0.021546,0.026646
RG117_medium,RG117,medium,3,1,D3-2:strong-remote,2,4,0,2,0.001207,0.002602,0.003713,0.004921
RG117_low,RG117,low,3,1,D3-2:strong-remote,2,4,0,2,7.4e-05,0.000148,0.000218,0.000292
RG118_high,RG118,high,3,1,D3-2:strong-remote,2,4,1,2,0.002623,0.007034,0.009639,0.012262
RG118_medium,RG118,medium,3,1,D3-2:strong-remote,2,4,1,2,0.000556,0.000815,0.001379,0.001935
RG118_low,RG118,low,3,1,D3-2:strong-remote,2,4,1,2,2.1e-05,3.1e-05,5.1e-05,7.3e-05
RG119_high,RG119,high,3,1,D3-2:strong-remote,2,3,1,2,0.002911,0.010585,0.013237,0.016148
RG119_medium,RG119,medium,3,1,D3-2:strong-remote,2,3,1,2,0.000762,0.001307,0.002049,0.002811
RG119_low,RG119,low,3,1,D3-2:strong-remote,2,3,1,2,3.8e-05,5.5e-05,9.2e-05,0.00013
RG120_high,RG120,high,3,1,D3-2:strong-remote,2,3,0,2,0.004055,0.014336,0.01739,0.021445
RG120_medium,RG120,medium,3,1,D3-2:strong-remote,2,3,0,2,0.00051,0.00126,0.001684,0.002194
RG120_low,RG120,low,3,1,D3-2:strong-remote,2,3,0,2,2.2e-05,5.2e-05,7e-05,9.2e-05
RG121_high,RG121,high,3,1,D3-2:strong-remote,2,4,0,2,0.003976,0.019796,0.021736,0.025712
RG121_medium,RG121,medium,3,1,D3-2:strong-remote,2,4,0,2,0.000766,0.002344,0.002877,0.003643
RG121_low,RG121,low,3,1,D3-2:strong-remote,2,4,0,2,2.7e-05,8.6e-05,0.000104,0.000132
RG122_high,RG122,high,3,1,D3-2:strong-remote,2,4,1,2,0.003074,0.008889,0.011773,0.014846
RG122_medium,RG122,medium,3,1,D3-2:strong-remote,2,4,1,2,0.000272,0.000496,0.000752,0.001025
RG122_low,RG122,low,3,1,D3-2:strong-remote,2,4,1,2,3e-06,9e-06,1.1e-05,1.4e-05
RG123_high,RG123,high,3,1,D3-2:strong-remote,2,3,1,2,0.003391,0.014381,0.017102,0.020493
RG123_medium,RG123,medium,3,1,D3-2:strong-remote,2,3,1,2,0.000604,0.001403,0.001948,0.002553
RG123_low,RG123,low,3,1,D3-2:strong-remote,2,3,1,2,1.4e-05,3.4e-05,4.6e-05,6e-05
RG124_high,RG124,high,3,1,D3-2:strong-remote,2,2,1,2,0.001317,0.000557,0.001675,0.002232
RG124_medium,RG124,medium,3,1,D3-2:strong-remote,2,2,1,2,0.000201,4e-05,0.000247,0.000287
RG124_low,RG124,low,3,1,D3-2:strong-remote,2,2,1,2,4e-06,4e-06,8e-06,1.1e-05
RG125_high,RG125,high,3,1,D3-2:strong-remote,2,4,0,2,0.004697,0.022352,0.024748,0.029444
RG125_medium,RG125,medium,3,1,D3-2:strong-remote,2,4,0,2,0.001343,0.003341,0.004472,0.005815
RG125_low,RG125,low,3,1,D3-2:strong-remote,2,4,0,2,6.5e-05,0.00015,0.000208,0.000273
RG126_high,RG126,high,3,1,D3-2:strong-remote,2,4,1,2,0.004141,0.015614,0.019219,0.023359
RG126_medium,RG126,medium,3,1,D3-2:strong-remote,2,4,1,2,0.000973,0.001923,0.002836,0.003809
RG126_low,RG126,low,3,1,D3-2:strong-remote,2,4,1,2,5.4e-05,9.5e-05,0.000147,0.0002
RG127_high,RG127,high,3,1,D3-2:strong-remote,2,3,0,2,0.004399,0.019373,0.022853,0.027251
RG127_medium,RG127,medium,3,1,D3-2:strong-remote,2,3,0,2,0.001238,0.00278,0.003939,0.005177
RG127_low,RG127,low,3,1,D3-2:strong-remote,2,3,0,2,5.7e-05,0.00012,0.000175,0.000233
RG128_high,RG128,high,3,1,D3-2:strong-remote,2,3,1,2,0.002309,0.007417,0.009662,0.011971
RG128_medium,RG128,medium,3,1,D3-2:strong-remote,2,3,1,2,0.000597,0.000979,0.001582,0.00218
RG128_low,RG128,low,3,1,D3-2:strong-remote,2,3,1,2,3.4e-05,4.9e-05,8.3e-05,0.000117
RG129_high,RG129,high,3,1,D3-1:tree-like-remote,2,2,0,2,0.001583,0.006805,0.008149,0.009732
RG129_medium,RG129,medium,3,1,D3-1:tree-like-remote,2,2,0,2,0.000127,0.00039,0.000491,0.000617
RG129_low,RG129,low,3,1,D3-1:tree-like-remote,2,2,0,2,3e-06,1e-05,1.2e-05,1.5e-05
RG130_high,RG130,high,3,1,D3-2:strong-remote,2,3,0,2,0.003832,0.017416,0.020265,0.024097
RG130_medium,RG130,medium,3,1,D3-2:strong-remote,2,3,0,2,0.00067,0.001853,0.0024,0.00307
RG130_low,RG130,low,3,1,D3-2:strong-remote,2,3,0,2,2.4e-05,6.8e-05,8.7e-05,0.000111
RG131_high,RG131,high,3,1,D3-2:strong-remote,2,4,0,2,0.004451,0.021612,0.023876,0.028327
RG131_medium,RG131,medium,3,1,D3-2:strong-remote,2,4,0,2,0.001195,0.003095,0.004105,0.0053
RG131_low,RG131,low,3,1,D3-2:strong-remote,2,4,0,2,5.6e-05,0.000135,0.000185,0.00024
RG132_high,RG132,high,3,1,D3-2:strong-remote,2,4,1,2,0.001127,0.004975,0.005772,0.006898
RG132_medium,RG132,medium,3,1,D3-2:strong-remote,2,4,1,2,0.000119,0.000293,0.000383,0.000501
RG132_low,RG132,low,3,1,D3-2:strong-remote,2,4,1,2,4e-06,1.2e-05,1.5e-05,1.9e-05
RG133_high,RG133,high,3,1,D3-2:strong-remote,2,3,1,2,0.003039,0.013414,0.01579,0.018829
RG133_medium,RG133,medium,3,1,D3-2:strong-remote,2,3,1,2,0.000498,0.001242,0.00167,0.002168
RG133_low,RG133,low,3,1,D3-2:strong-remote,2,3,1,2,1e-05,2.8e-05,3.6e-05,4.7e-05
