condition_key,graph_id,evidence_level,D1_target_degree,D2_neighbor_coupling,D3_remote_class,S2_count,e12,e22,radius,rho_sensitivity,beta_sensitivity,cross_axis_js,diagnostic_score
RG134_high,RG134,high,3,1,D3-2:strong-remote,2,2,1,2,0.001991,0.00738,0.009139,0.011129
RG134_medium,RG134,medium,3,1,D3-2:strong-remote,2,2,1,2,0.000138,0.00038,0.000484,0.000622
RG134_low,RG134,low,3,1,D3-2:strong-remote,2,2,1,2,1e-06,5e-06,5e-06,6e-06
RG135_high,RG135,high,3,1,D3-2:strong-remote,2,3,0,2,0.004003,0.018312,0.020566,0.024569
RG135_medium,RG135,medium,3,1,D3-2:strong-remote,2,3,0,2,0.000695,0.001965,0.002514,0.003209
RG135_low,RG135,low,3,1,D3-2:strong-remote,2,3,0,2,2.5e-05,6.9e-05,8.9e-05,0.000114
RG136_high,RG136,high,3,1,D3-2:strong-remote,2,3,1,2,0.002709,0.009187,0.011654,0.014363
RG136_medium,RG136,medium,3,1,D3-2:strong-remote,2,3,1,2,0.000332,0.000641,0.000951,0.001283
RG136_low,RG136,low,3,1,D3-2:strong-remote,2,3,1,2,1e-05,1.9e-05,2.8e-05,3.8e-05
RG137_high,RG137,high,3,1,D3-1:tree-like-remote,2,2,0,2,0.003017,0.013097,0.015525,0.018542
RG137_medium,RG137,medium,3,1,D3-1:tree-like-remote,2,2,0,2,0.000431,0.001191,0.001556,0.001987
RG137_low,RG137,low,3,1,D3-1:tree-like-remote,2,2,0,2,1.2e-05,3.5e-05,4.5e-05,5.7e-05
RG138_high,RG138,high,3,1,D3-2:strong-remote,2,2,1,2,0.002422,0.009552,0.011647,0.014069
RG138_medium,RG138,medium,3,1,D3-2:strong-remote,2,2,1,2,0.000259,0.000688,0.000915,0.001174
RG138_low,RG138,low,3,1,D3-2:strong-remote,2,2,1,2,2e-06,9e-06,1e-05,1.3e-05
RG139_high,RG139,high,3,1,D3-1:tree-like-remote,2,2,0,2,0.003588,0.015222,0.017466,0.021054
RG139_medium,RG139,medium,3,1,D3-1:tree-like-remote,2,2,0,2,0.000441,0.001276,0.001626,0.002067
RG139_low,RG139,low,3,1,D3-1:tree-like-remote,2,2,0,2,1.3e-05,3.6e-05,4.6e-05,5.9e-05
RG140_high,RG140,high,3,1,D3-2:strong-remote,2,2,1,2,0.002408,0.013419,0.014534,0.016943
RG140_medium,RG140,medium,3,1,D3-2:strong-remote,2,2,1,2,0.000257,0.001027,0.001202,0.001459
RG140_low,RG140,low,3,1,D3-2:strong-remote,2,2,1,2,8e-06,3e-05,3.7e-05,4.5e-05
RG141_high,RG141,high,3,0,D3-1:tree-like-remote,2,2,0,2,0.003136,0.011071,0.013282,0.016418
RG141_medium,RG141,medium,3,0,D3-1:tree-like-remote,2,2,0,2,0.000275,0.000705,0.000925,0.0012
RG141_low,RG141,low,3,0,D3-1:tree-like-remote,2,2,0,2,1e-05,2.4e-05,3.2e-05,4.3e-05
RG142_high,RG142,high,3,0,D3-2:strong-remote,2,3,0,2,0.003457,0.013024,0.015299,0.018756
RG142_medium,RG142,medium,3,0,D3-2:strong-remote,2,3,0,2,0.000446,0.001137,0.001489,0.001935
RG142_low,RG142,low,3,0,D3-2:strong-remote,2,3,0,2,2.1e-05,5e-05,6.7e-05,8.8e-05
RG143_high,RG143,high,3,0,D3-2:strong-remote,2,4,0,2,0.003468,0.01394,0.016036,0.019503
RG143_medium,RG143,medium,3,0,D3-2:strong-remote,2,4,0,2,0.000488,0.001365,0.0017,0.002188
RG143_low,RG143,low,3,0,D3-2:strong-remote,2,4,0,2,2.3e-05,6.3e-05,7.8e-05,0.000102
RG144_high,RG144,high,3,0,D3-2:strong-remote,2,5,0,2,0.003639,0.015533,0.017548,0.021187
RG144_medium,RG144,medium,3,0,D3-2:strong-remote,2,5,0,2,0.000662,0.001786,0.002251,0.002913
RG144_low,RG144,low,3,0,D3-2:strong-remote,2,5,0,2,3.7e-05,9.5e-05,0.000121,0.000158
RG145_high,RG145,high,3,0,D3-2:strong-remote,2,6,0,2,0.003406,0.015672,0.017354,0.02076
RG145_medium,RG145,medium,3,0,D3-2:strong-remote,2,6,0,2,0.000627,0.001811,0.0022,0.002828
RG145_low,RG145,low,3,0,D3-2:strong-remote,2,6,0,2,3.6e-05,9.9e-05,0.000121,0.000158
RG146_high,RG146,high,3,0,D3-2:strong-remote,2,6,1,2,3e-06,0.000132,0.000129,0.000132
RG146_medium,RG146,medium,3,0,D3-2:strong-remote,2,6,1,2,7.9e-05,0.000521,0.000557,0.000637
RG146_low,RG146,low,3,0,D3-2:strong-remote,2,6,1,2,9e-06,7.4e-05,7.5e-05,8.4e-05
RG147_high,RG147,high,3,0,D3-2:strong-remote,2,5,1,2,0.00284,0.009744,0.012263,0.015103
RG147_medium,RG147,medium,3,0,D3-2:strong-remote,2,5,1,2,0.000301,0.000639,0.000891,0.001192
RG147_low,RG147,low,3,0,D3-2:strong-remote,2,5,1,2,9e-06,2.2e-05,2.8e-05,3.6e-05
RG148_high,RG148,high,3,0,D3-2:strong-remote,2,4,1,2,0.002126,0.007246,0.009139,0.011264
RG148_medium,RG148,medium,3,0,D3-2:strong-remote,2,4,1,2,0.000156,0.000385,0.000507,0.000663
RG148_low,RG148,low,3,0,D3-2:strong-remote,2,4,1,2,3e-06,1.1e-05,1.2e-05,1.5e-05
RG149_high,RG149,high,3,0,D3-2:strong-remote,2,4,0,2,0.003696,0.014791,0.017033,0.020728
RG149_medium,RG149,medium,3,0,D3-2:strong-remote,2,4,0,2,0.000586,0.001493,0.001941,0.002527
RG149_low,RG149,low,3,0,D3-2:strong-remote,2,4,0,2,3.1e-05,7.4e-05,9.9e-05,0.00013
RG150_high,RG150,high,3,0,D3-2:strong-remote,2,4,1,2,0.00212,0.006261,0.008273,0.010393
RG150_medium,RG150,medium,3,0,D3-2:strong-remote,2,4,1,2,0.000326,0.000607,0.000904,0.00123
RG150_low,RG150,low,3,0,D3-2:strong-remote,2,4,1,2,1.9e-05,3.4e-05,5.1e-05,7.1e-05
RG151_high,RG151,high,3,0,D3-2:strong-remote,2,4,0,2,0.003734,0.014955,0.017232,0.020966
RG151_medium,RG151,medium,3,0,D3-2:strong-remote,2,4,0,2,0.000658,0.001667,0.002183,0.002841
RG151_low,RG151,low,3,0,D3-2:strong-remote,2,4,0,2,3.6e-05,8.5e-05,0.000114,0.00015
RG152_high,RG152,high,3,0,D3-2:strong-remote,2,4,1,2,0.001841,0.005767,0.007523,0.009363
RG152_medium,RG152,medium,3,0,D3-2:strong-remote,2,4,1,2,0.000152,0.000374,0.000504,0.000657
RG152_low,RG152,low,3,0,D3-2:strong-remote,2,4,1,2,3e-06,1.3e-05,1.5e-05,1.8e-05
RG153_high,RG153,high,3,0,D3-2:strong-remote,2,3,1,2,0.003062,0.010423,0.013075,0.016137
RG153_medium,RG153,medium,3,0,D3-2:strong-remote,2,3,1,2,0.000376,0.00075,0.001096,0.001472
RG153_low,RG153,low,3,0,D3-2:strong-remote,2,3,1,2,1e-05,2.1e-05,3e-05,4.1e-05
RG154_high,RG154,high,3,0,D3-2:strong-remote,2,2,1,2,0.001911,0.009274,0.010256,0.012167
RG154_medium,RG154,medium,3,0,D3-2:strong-remote,2,2,1,2,0.000135,0.000524,0.00061,0.000746
RG154_low,RG154,low,3,0,D3-2:strong-remote,2,2,1,2,7e-06,2e-05,2.5e-05,3.1e-05
RG155_high,RG155,high,3,0,D3-2:strong-remote,2,3,0,2,0.002389,0.008672,0.010687,0.013076
RG155_medium,RG155,medium,3,0,D3-2:strong-remote,2,3,0,2,0.00035,0.000863,0.00115,0.0015
RG155_low,RG155,low,3,0,D3-2:strong-remote,2,3,0,2,2e-05,4.6e-05,6.2e-05,8.1e-05
RG156_high,RG156,high,3,0,D3-2:strong-remote,2,3,1,2,0.002678,0.009028,0.011391,0.014069
RG156_medium,RG156,medium,3,0,D3-2:strong-remote,2,3,1,2,0.000324,0.000673,0.000966,0.001291
RG156_low,RG156,low,3,0,D3-2:strong-remote,2,3,1,2,8e-06,1.8e-05,2.5e-05,3.4e-05
RG157_high,RG157,high,3,0,D3-1:tree-like-remote,2,2,0,2,0.001825,0.006404,0.007988,0.009813
RG157_medium,RG157,medium,3,0,D3-1:tree-like-remote,2,2,0,2,0.000195,0.00048,0.000642,0.000837
RG157_low,RG157,low,3,0,D3-1:tree-like-remote,2,2,0,2,9e-06,2.1e-05,2.9e-05,3.8e-05
RG158_high,RG158,high,3,0,D3-2:strong-remote,2,2,1,2,0.00211,0.006672,0.0086,0.01071
RG158_medium,RG158,medium,3,0,D3-2:strong-remote,2,2,1,2,0.000134,0.00031,0.000427,0.000561
RG158_low,RG158,low,3,0,D3-2:strong-remote,2,2,1,2,1e-06,4e-06,5e-06,6e-06
RG159_high,RG159,high,2,1,D3-2:strong-remote,3,4,0,2,0.000445,0.009123,0.009259,0.009703
RG159_medium,RG159,medium,2,1,D3-2:strong-remote,3,4,0,2,0.00116,0.00368,0.004738,0.005898
RG159_low,RG159,low,2,1,D3-2:strong-remote,3,4,0,2,8.1e-05,0.000223,0.000299,0.000381
RG160_high,RG160,high,2,1,D3-2:strong-remote,3,4,1,2,0.000443,0.009066,0.009201,0.009644
RG160_medium,RG160,medium,2,1,D3-2:strong-remote,3,4,1,2,0.001143,0.003261,0.004355,0.005498
RG160_low,RG160,low,2,1,D3-2:strong-remote,3,4,1,2,6.9e-05,0.000159,0.000228,0.000296
RG161_high,RG161,high,2,1,D3-2:strong-remote,3,4,2,2,0.000486,0.009257,0.009442,0.009928
RG161_medium,RG161,medium,2,1,D3-2:strong-remote,3,4,2,2,0.00137,0.003304,0.00469,0.00606
RG161_low,RG161,low,2,1,D3-2:strong-remote,3,4,2,2,5.7e-05,0.000114,0.000175,0.000233
RG162_high,RG162,high,2,1,D3-2:strong-remote,3,4,3,2,0.000502,0.009354,0.009543,0.010045
RG162_medium,RG162,medium,2,1,D3-2:strong-remote,3,4,3,2,0.001745,0.003767,0.005541,0.007286
RG162_low,RG162,low,2,1,D3-2:strong-remote,3,4,3,2,8.9e-05,0.000146,0.000241,0.000331
RG163_high,RG163,high,2,1,D3-2:strong-remote,3,4,2,2,0.000451,0.009116,0.009255,0.009706
RG163_medium,RG163,medium,2,1,D3-2:strong-remote,3,4,2,2,0.001349,0.00349,0.004804,0.006153
RG163_low,RG163,low,2,1,D3-2:strong-remote,3,4,2,2,8.5e-05,0.00017,0.000257,0.000342
RG164_high,RG164,high,2,1,D3-2:strong-remote,3,4,1,2,0.001604,0.000581,0.002175,0.002756
RG164_medium,RG164,medium,2,1,D3-2:strong-remote,3,4,1,2,0.000479,0.000296,0.000767,0.001063
RG164_low,RG164,low,2,1,D3-2:strong-remote,3,4,1,2,3.4e-05,2.2e-05,5.5e-05,7.7e-05
RG165_high,RG165,high,2,1,D3-1:tree-like-remote,3,3,0,2,0.000431,0.008303,0.008479,0.00891
RG165_medium,RG165,medium,2,1,D3-1:tree-like-remote,3,3,0,2,0.000554,0.002231,0.002696,0.00325
RG165_low,RG165,low,2,1,D3-1:tree-like-remote,3,3,0,2,2.4e-05,9.9e-05,0.000118,0.000143
RG166_high,RG166,high,2,1,D3-2:strong-remote,3,3,1,2,0.00137,0.000349,0.001666,0.002015
RG166_medium,RG166,medium,2,1,D3-2:strong-remote,3,3,1,2,0.000164,7.5e-05,0.000238,0.000313
RG166_low,RG166,low,2,1,D3-2:strong-remote,3,3,1,2,6e-06,5e-06,1.1e-05,1.6e-05
RG167_high,RG167,high,2,1,D3-2:strong-remote,3,3,2,2,0.001478,0.000604,0.002073,0.002677
RG167_medium,RG167,medium,2,1,D3-2:strong-remote,3,3,2,2,0.000256,9.2e-05,0.000346,0.000439
RG167_low,RG167,low,2,1,D3-2:strong-remote,3,3,2,2,7e-06,2e-06,1e-05,1.2e-05
RG168_high,RG168,high,2,1,D3-2:strong-remote,3,3,3,2,0.000246,0.006482,0.006535,0.006781
RG168_medium,RG168,medium,2,1,D3-2:strong-remote,3,3,3,2,0.000558,0.001539,0.002095,0.002654
RG168_low,RG168,low,2,1,D3-2:strong-remote,3,3,3,2,1.5e-05,3.1e-05,4.7e-05,6.1e-05
RG169_high,RG169,high,2,1,D3-2:strong-remote,3,3,1,2,0.001287,0.000513,0.001798,0.002311
RG169_medium,RG169,medium,2,1,D3-2:strong-remote,3,3,1,2,0.000175,6.3e-05,0.000237,0.0003
RG169_low,RG169,low,2,1,D3-2:strong-remote,3,3,1,2,5e-06,2e-06,7e-06,1e-05
RG170_high,RG170,high,2,1,D3-2:strong-remote,3,3,2,2,0.000215,0.006305,0.006316,0.006531
RG170_medium,RG170,medium,2,1,D3-2:strong-remote,3,3,2,2,0.000419,0.001429,0.00179,0.00221
RG170_low,RG170,low,2,1,D3-2:strong-remote,3,3,2,2,1.2e-05,4e-05,5e-05,6.3e-05
RG171_high,RG171,high,2,0,D3-1:tree-like-remote,3,3,0,2,0.000602,0.000911,0.001488,0.00209
RG171_medium,RG171,medium,2,0,D3-1:tree-like-remote,3,3,0,2,6.5e-05,1.1e-05,7.9e-05,9e-05
RG171_low,RG171,low,2,0,D3-1:tree-like-remote,3,3,0,2,5e-06,4e-06,9e-06,1.3e-05
RG172_high,RG172,high,2,0,D3-2:strong-remote,3,4,0,2,0.00163,0.004303,0.005781,0.007412
RG172_medium,RG172,medium,2,0,D3-2:strong-remote,3,4,0,2,0.000349,0.000817,0.00111,0.001459
RG172_low,RG172,low,2,0,D3-2:strong-remote,3,4,0,2,1.7e-05,3.8e-05,5.2e-05,6.9e-05
RG173_high,RG173,high,2,0,D3-2:strong-remote,3,5,0,2,0.002366,0.001992,0.004236,0.006228
RG173_medium,RG173,medium,2,0,D3-2:strong-remote,3,5,0,2,0.00026,0.000268,0.000483,0.000743
RG173_low,RG173,low,2,0,D3-2:strong-remote,3,5,0,2,1.5e-05,1.5e-05,2.8e-05,4.3e-05
RG174_high,RG174,high,2,0,D3-2:strong-remote,3,6,0,2,0.000572,0.000638,0.000994,0.001565
RG174_medium,RG174,medium,2,0,D3-2:strong-remote,3,6,0,2,4.2e-05,9e-06,5.4e-05,6.3e-05
RG174_low,RG174,low,2,0,D3-2:strong-remote,3,6,0,2,0.0,1e-06,1e-06,1e-06
RG175_high,RG175,high,2,0,D3-2:strong-remote,3,6,1,2,0.000615,0.000663,0.001037,0.001653
RG175_medium,RG175,medium,2,0,D3-2:strong-remote,3,6,1,2,5.7e-05,1.3e-05,7.2e-05,8.5e-05
RG175_low,RG175,low,2,0,D3-2:strong-remote,3,6,1,2,0.0,1e-06,1e-06,1e-06
RG176_high,RG176,high,2,0,D3-2:strong-remote,3,6,2,2,0.000303,0.0008,0.000972,0.001274
RG176_medium,RG176,medium,2,0,D3-2:strong-remote,3,6,2,2,5e-05,1.6e-05,6.5e-05,8.2e-05
RG176_low,RG176,low,2,0,D3-2:strong-remote,3,6,2,2,0.0,1e-06,1e-06,1e-06
RG177_high,RG177,high,2,0,D3-2:strong-remote,3,5,1,2,0.001041,0.000585,0.001609,0.002195
RG177_medium,RG177,medium,2,0,D3-2:strong-remote,3,5,1,2,0.000165,0.000133,0.000285,0.000417
RG177_low,RG177,low,2,0,D3-2:strong-remote,3,5,1,2,7e-06,8e-06,1.4e-05,2.1e-05
RG178_high,RG178,high,2,0,D3-2:strong-remote,3,5,2,2,0.001184,0.000657,0.00182,0.002477
RG178_medium,RG178,medium,2,0,D3-2:strong-remote,3,5,2,2,0.000186,0.000146,0.000322,0.000468
RG178_low,RG178,low,2,0,D3-2:strong-remote,3,5,2,2,5e-06,8e-06,1.2e-05,1.7e-05
RG179_high,RG179,high,2,0,D3-2:strong-remote,3,5,1,2,0.002074,0.00075,0.002794,0.003544
RG179_medium,RG179,medium,2,0,D3-2:strong-remote,3,5,1,2,0.000226,0.000231,0.000436,0.000663
RG179_low,RG179,low,2,0,D3-2:strong-remote,3,5,1,2,7e-06,1.1e-05,1.7e-05,2.4e-05
RG180_high,RG180,high,2,0,D3-2:strong-remote,3,5,2,2,0.000219,0.005946,0.005979,0.006198
RG180_medium,RG180,medium,2,0,D3-2:strong-remote,3,5,2,2,0.000374,0.00125,0.001586,0.00196
RG180_low,RG180,low,2,0,D3-2:strong-remote,3,5,2,2,2.9e-05,7.7e-05,0.000104,0.000133
RG181_high,RG181,high,2,0,D3-2:strong-remote,3,4,1,2,0.001731,0.000988,0.002693,0.003681
RG181_medium,RG181,medium,2,0,D3-2:strong-remote,3,4,1,2,0.000357,0.000237,0.000583,0.000819
RG181_low,RG181,low,2,0,D3-2:strong-remote,3,4,1,2,1.8e-05,1.1e-05,2.9e-05,4e-05
RG182_high,RG182,high,2,0,D3-2:strong-remote,3,4,2,2,0.000252,0.00605,0.006119,0.006371
RG182_medium,RG182,medium,2,0,D3-2:strong-remote,3,4,2,2,0.00034,0.001114,0.001433,0.001774
RG182_low,RG182,low,2,0,D3-2:strong-remote,3,4,2,2,1e-05,3.3e-05,4.2e-05,5.2e-05
RG183_high,RG183,high,2,0,D3-2:strong-remote,3,4,2,2,0.001993,0.001131,0.00309,0.004221
RG183_medium,RG183,medium,2,0,D3-2:strong-remote,3,4,2,2,0.000477,0.0003,0.000772,0.001072
RG183_low,RG183,low,2,0,D3-2:strong-remote,3,4,2,2,2.3e-05,1.3e-05,3.6e-05,4.9e-05
RG184_high,RG184,high,2,0,D3-2:strong-remote,3,4,1,2,0.001653,0.004388,0.005895,0.007547
RG184_medium,RG184,medium,2,0,D3-2:strong-remote,3,4,1,2,0.000389,0.000874,0.001219,0.001608
RG184_low,RG184,low,2,0,D3-2:strong-remote,3,4,1,2,1.7e-05,3.8e-05,5.2e-05,6.9e-05
RG185_high,RG185,high,2,0,D3-2:strong-remote,3,3,1,2,0.001982,0.002922,0.004804,0.006786
RG185_medium,RG185,medium,2,0,D3-2:strong-remote,3,3,1,2,0.000115,0.000186,0.000287,0.000402
RG185_low,RG185,low,2,0,D3-2:strong-remote,3,3,1,2,5e-06,6e-06,1.1e-05,1.6e-05
RG186_high,RG186,high,2,0,D3-2:strong-remote,3,3,2,2,0.000856,0.000969,0.001751,0.002607
RG186_medium,RG186,medium,2,0,D3-2:strong-remote,3,3,2,2,0.000107,2.8e-05,0.000134,0.000162
RG186_low,RG186,low,2,0,D3-2:strong-remote,3,3,2,2,5e-06,4e-06,9e-06,1.4e-05
RG187_high,RG187,high,2,0,D3-2:strong-remote,3,4,0,2,0.001842,0.000593,0.002416,0.00301
RG187_medium,RG187,medium,2,0,D3-2:strong-remote,3,4,0,2,0.000218,0.00017,0.000379,0.000549
RG187_low,RG187,low,2,0,D3-2:strong-remote,3,4,0,2,9e-06,9e-06,1.7e-05,2.6e-05
RG188_high,RG188,high,2,0,D3-2:strong-remote,3,4,1,2,0.001298,0.000342,0.001609,0.001951
RG188_medium,RG188,medium,2,0,D3-2:strong-remote,3,4,1,2,0.000145,6.3e-05,0.000208,0.000271
RG188_low,RG188,low,2,0,D3-2:strong-remote,3,4,1,2,6e-06,4e-06,9e-06,1.3e-05
RG189_high,RG189,high,2,0,D3-2:strong-remote,3,4,2,2,0.001694,0.000522,0.002191,0.002713
RG189_medium,RG189,medium,2,0,D3-2:strong-remote,3,4,2,2,0.000191,0.000144,0.00033,0.000473
RG189_low,RG189,low,2,0,D3-2:strong-remote,3,4,2,2,7e-06,6e-06,1.3e-05,1.9e-05
RG190_high,RG190,high,2,0,D3-2:strong-remote,3,4,3,2,0.000551,0.007686,0.008066,0.008617
RG190_medium,RG190,medium,2,0,D3-2:strong-remote,3,4,3,2,0.00072,0.00144,0.002216,0.002936
RG190_low,RG190,low,2,0,D3-2:strong-remote,3,4,3,2,2.2e-05,4e-05,6.3e-05,8.5e-05
RG191_high,RG191,high,2,0,D3-2:strong-remote,3,4,2,2,0.001518,0.000402,0.001865,0.002267
RG191_medium,RG191,medium,2,0,D3-2:strong-remote,3,4,2,2,0.000198,8.2e-05,0.000279,0.000361
RG191_low,RG191,low,2,0,D3-2:strong-remote,3,4,2,2,1.1e-05,6e-06,1.7e-05,2.3e-05
RG192_high,RG192,high,2,0,D3-2:strong-remote,3,4,1,2,0.000992,0.002681,0.003505,0.004496
RG192_medium,RG192,medium,2,0,D3-2:strong-remote,3,4,1,2,0.000149,0.000248,0.000384,0.000534
RG192_low,RG192,low,2,0,D3-2:strong-remote,3,4,1,2,6e-06,8e-06,1.4e-05,2.1e-05
RG193_high,RG193,high,2,0,D3-1:tree-like-remote,3,3,0,2,0.003206,0.00318,0.006195,0.009375
RG193_medium,RG193,medium,2,0,D3-1:tree-like-remote,3,3,0,2,0.000205,0.000232,0.000418,0.000623
RG193_low,RG193,low,2,0,D3-1:tree-like-remote,3,3,0,2,8e-06,8e-06,1.5e-05,2.3e-05
RG194_high,RG194,high,2,0,D3-2:strong-remote,3,3,1,2,0.001644,0.000657,0.002286,0.002942
RG194_medium,RG194,medium,2,0,D3-2:strong-remote,3,3,1,2,0.000187,0.000143,0.000324,0.000467
RG194_low,RG194,low,2,0,D3-2:strong-remote,3,3,1,2,7e-06,7e-06,1.3e-05,2e-05
RG195_high,RG195,high,2,0,D3-2:strong-remote,3,3,2,2,0.001621,0.004009,0.005508,0.007128
RG195_medium,RG195,medium,2,0,D3-2:strong-remote,3,3,2,2,0.00035,0.000697,0.001028,0.001378
RG195_low,RG195,low,2,0,D3-2:strong-remote,3,3,2,2,8e-06,2e-05,2.7e-05,3.5e-05
RG196_high,RG196,high,2,0,D3-2:strong-remote,3,3,3,2,0.000287,0.005485,0.005667,0.005954
RG196_medium,RG196,medium,2,0,D3-2:strong-remote,3,3,3,2,0.000288,0.000708,0.001021,0.001309
RG196_low,RG196,low,2,0,D3-2:strong-remote,3,3,3,2,5e-06,1.2e-05,1.8e-05,2.3e-05
RG197_high,RG197,high,2,0,D3-2:strong-remote,3,3,1,2,0.003362,0.003281,0.006428,0.009708
RG197_medium,RG197,medium,2,0,D3-2:strong-remote,3,3,1,2,0.000183,0.000212,0.000374,0.000557
RG197_low,RG197,low,2,0,D3-2:strong-remote,3,3,1,2,5e-06,6e-06,1.1e-05,1.5e-05
RG198_high,RG198,high,2,0,D3-2:strong-remote,3,3,2,2,0.000857,0.001781,0.002552,0.003409
RG198_medium,RG198,medium,2,0,D3-2:strong-remote,3,3,2,2,0.000112,0.000142,0.000249,0.000361
RG198_low,RG198,low,2,0,D3-2:strong-remote,3,3,2,2,2e-06,2e-06,3e-06,5e-06
RG199_high,RG199,high,2,0,D3-1:tree-like-remote,2,2,0,3,0.00158,0.000551,0.002146,0.002697
RG199_medium,RG199,medium,2,0,D3-1:tree-like-remote,2,2,0,3,0.000146,7e-05,0.000214,0.000284
RG199_low,RG199,low,2,0,D3-1:tree-like-remote,2,2,0,3,6e-06,2e-06,8e-06,1e-05
RG200_high,RG200,high,2,0,D3-1:tree-like-remote,2,2,0,3,0.001785,0.000644,0.002437,0.003081
RG200_medium,RG200,medium,2,0,D3-1:tree-like-remote,2,2,0,3,0.000208,0.000102,0.000309,0.000412
RG200_low,RG200,low,2,0,D3-1:tree-like-remote,2,2,0,3,1.1e-05,4e-06,1.5e-05,1.9e-05
